"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_100208","LID_100208",2016-05-19,"5","2016","F70","Adult female",216711,"V",9.197260274,110.065573770492,">18",NA,"Female","Multiparous",NA,NA,"HotDry",230.1,"Dry",10.12333333,"Hot","Pregnant",NA,NA
"LID_100216","LID_100216",2015-02-09,"2","2015","F59","Adult female",332986,"Q",11.11506849,133.016393442623,">18",NA,"Female",NA,NA,NA,"HotDry",0,"Dry",7.466666667,"Cold","Cycling",NA,NA
"LID_100218","LID_100218",2016-03-24,"3","2016","F37","Adult female",369418,"J1",12.73972603,152.459016393443,">18","No","Female","Multiparous",0,"Low","HotDry",56.4,"Dry",10.4962963,"Hot","L1",NA,NA
"LID_100220","LID_100220",2015-03-03,"3","2015","F12","Adult female",295710,"B1",9.257534247,110.786885245902,">18","No","Female","Multiparous",0,"Low","HotDry",2,"Dry",9.052380952,"Hot","L1",NA,NA
"LID_100227","LID_100227",2016-05-14,"5","2016","F51","Adult female",279900,"M2",13.56438356,162.327868852459,">18",NA,"Female",NA,NA,NA,"HotDry",213.8,"Dry",10.17,"Hot","Cycling",NA,NA
"LID_100230","LID_100230",2015-12-16,"12","2015","F75","Adult female",1496606,"V",16.88219178,202.032786885246,">18","No","Female","Multiparous",0.333333333333333,"Med","ColdDry",57.8,"Dry",7.162068966,"Cold","L2",NA,NA
"LID_100232","LID_100232",2015-12-30,"12","2015","F40","Adult female",299451,"K",8.810958904,105.44262295082,">18","No","Female","Multiparous",0,"Low","ColdDry",37.7,"Dry",7.03,"Cold","L2",NA,NA
"LID_100233","LID_100233",2016-06-20,"6","2016","F25","Adult female",251947,"D",19.15068493,229.180327868852,">18","No","Female","Multiparous",0,"Low","ColdWet",253.2,"Dry",9.96875,"Cold","L1",NA,NA
"LID_100252","LID_100252",2015-12-16,"12","2015","F73","Adult female",331158,"V",8.046575342,96.2950819672131,">18","No","Female","Primiparous",0.5,"Med","ColdDry",57.8,"Dry",7.162068966,"Cold","L1",NA,NA
"LID_101557","LID_101557",2018-08-02,"8","2018","F19","Adult female",476297,"C5",13.13972603,157.245901639344,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",482.9,"Wet",8.112,"Cold","Pregnant",NA,NA
"LID_101559","LID_101559",2018-08-01,"8","2018","F40","Adult female",955797,"K",11.4,136.426229508197,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",473.4,"Wet",8.112,"Cold","Pregnant",NA,NA
"LID_101561","LID_101561",2018-07-14,"7","2018","F75","Adult female",609284,"V",19.46027397,232.885245901639,">18","No","Female","Multiparous",0.4,"Med","ColdWet",430.2,"Wet",8.16,"Cold","L1",NA,NA
"LID_101563","LID_101563",2018-07-03,"7","2018","F30","Adult female",372888,"D",9.471232877,113.344262295082,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101565","LID_101565",2018-07-03,"7","2018","F21","Adult female",1795534,"C3",9.369863014,112.131147540984,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101568","LID_101568",2018-07-02,"7","2018","F73","Adult female",1873771,"V",10.59178082,126.754098360656,">18",NA,"Female",NA,NA,NA,"ColdWet",296.8,"Wet",8.636,"Cold","Cycling",NA,NA
"LID_101572","LID_101572",2018-06-05,"6","2018","F44","Adult female",697048,"M1",13.47945205,161.311475409836,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",195.7,"Dry",10.01153846,"Hot","Pregnant",NA,NA
"LID_101574","LID_101574",2018-06-02,"6","2018","F31","Adult female",464682,"D",8.750684932,104.72131147541,">18",NA,"Female",NA,NA,NA,"ColdWet",191.7,"Dry",10.03076923,"Hot","Cycling",NA,NA
"LID_101576","LID_101576",2018-05-26,"5","2018","F45","Adult female",1426323,"M1",20.4109589,244.262295081967,">18","No","Female","Multiparous",0.857142857142857,"High","HotDry",74,"Dry",10.17142857,"Hot","L1",NA,NA
"LID_101578","LID_101578",2018-06-01,"6","2018","F74","Adult female",1026342,"V",6.342465753,75.9016393442623,">18","No","Female","Primiparous",1,"High","ColdWet",174.2,"Dry",10.12592593,"Hot","L1",NA,NA
"LID_101580","LID_101580",2018-05-17,"5","2018","F70","Adult female",469677,"V",11.19178082,133.934426229508,">18","No","Female","Multiparous",0.8,"High","HotDry",70.5,"Dry",10.19,"Hot","L1",NA,NA
"LID_101582","LID_101582",2018-05-01,"5","2018","F30","Adult female",657419,"D",9.298630137,111.27868852459,">18",NA,"Female",NA,NA,NA,"HotDry",51.1,"Dry",9.058064516,"Hot","Cycling",NA,NA
"LID_101583","LID_101583",2018-05-02,"5","2018","F51","Adult female",252660,"M2",15.53150685,185.868852459016,">18","No","Female","Multiparous",0,"Low","HotDry",41.3,"Dry",9.148387097,"Hot","L2",NA,NA
"LID_101588","LID_101588",2018-03-01,"3","2018","F75","Adult female",395859,"V",19.09041096,228.459016393443,">18","No","Female","Multiparous",0.4,"Med","HotDry",2.2,"Dry",8.111111111,"Cold","L1",NA,NA
"LID_101589","LID_101589",2018-02-16,"2","2018","F18","Adult female",237273,"C3",15.4630137,185.049180327869,">18","No","Female","Multiparous",1,"High","HotDry",0,"Dry",7.603703704,"Cold","L1",NA,NA
"LID_101595","LID_101595",2017-08-15,"8","2017","F45","Adult female",376377,"M1",19.63287671,234.950819672131,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",564.3,"Wet",8.651724138,"Cold","Pregnant",NA,NA
"LID_101598","LID_101598",2017-08-22,"8","2017","F48","Adult female",367034,"M1",18.96438356,226.950819672131,">18","No","Female","Multiparous",0,"Low","ColdWet",542.9,"Wet",8.564516129,"Cold","L1",NA,NA
"LID_101599","LID_101599",2017-09-04,"9","2017","F52","Adult female",302187,"M1",12.72876712,152.327868852459,">18","No","Female","Multiparous",0.142857142857143,"Low","ColdWet",504.6,"Wet",8.325,"Cold","L1",NA,NA
"LID_101600","LID_101600",2017-10-03,"10","2017","F23","Adult female",639324,"C5",7.695890411,92.0983606557377,">18","No","Female","Primiparous",0,"Low","ColdDry",130.6,"Dry",8.456,"Cold","L2",NA,NA
"LID_101603","LID_101603",2017-08-03,"8","2017","F19","Adult female",651698,"C5",12.14246575,145.311475409836,">18","No","Female","Multiparous",0.6,"Med","ColdWet",464,"Wet",9.14137931,"Cold","L2",NA,NA
"LID_101605","LID_101605",2017-08-12,"8","2017","F43","Adult female",585587,"M2",19.97808219,239.081967213115,">18","No","Female","Multiparous",0.75,"High","ColdWet",563.8,"Wet",8.668965517,"Cold","L1",NA,NA
"LID_101607","LID_101607",2017-10-03,"10","2017","F30","Adult female",302373,"D",8.723287671,104.393442622951,">18",NA,"Female",NA,NA,NA,"ColdDry",130.6,"Dry",8.456,"Cold","Cycling",NA,NA
"LID_101609","LID_101609",2017-10-06,"10","2017","F42","Adult female",433225,"M1",6.97260274,83.4426229508197,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",132.5,"Dry",8.481481481,"Cold","L2",NA,NA
"LID_101611","LID_101611",2017-08-12,"8","2017","F51","Adult female",463278,"M2",14.8109589,177.245901639344,">18","No","Female","Multiparous",0,"Low","ColdWet",563.8,"Wet",8.668965517,"Cold","L1",NA,NA
"LID_101614","LID_101614",2017-06-02,"6","2017","F25","Adult female",417375,"D",20.10136986,240.55737704918,">18",NA,"Female",NA,NA,NA,"ColdWet",223.7,"Dry",9.355172414,"Hot",NA,NA,NA
"LID_101615","LID_101615",2017-06-06,"6","2017","F16","Adult female",850135,"C5",11.52054795,137.868852459016,">18",NA,"Female",NA,NA,NA,"ColdWet",304.9,"Wet",9.376666667,"Cold","Cycling",NA,NA
"LID_101626","LID_101626",2017-12-08,"12","2017","F72","Adult female",243271,"V",12.82191781,153.44262295082,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",7.188461538,"Cold","Cycling",NA,NA
"LID_101627","LID_101627",2017-12-21,"12","2017","F52","Adult female",486247,"M1",13.02465753,155.868852459016,">18","No","Female","Multiparous",0.142857142857143,"Low","ColdDry",0,"Dry",6.304,"Cold","L1",NA,NA
"LID_101628","LID_101628",2017-12-19,"12","2017","F42","Adult female",1046339,"M1",7.175342466,85.8688524590164,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.392307692,"Cold","L2",NA,NA
"LID_101629","LID_101629",2017-12-02,"12","2017","F31","Adult female",554563,"D",8.252054795,98.7540983606557,">18",NA,"Female",NA,NA,NA,"ColdDry",27.2,"Dry",7.257142857,"Cold","Cycling",NA,NA
"LID_101631","LID_101631",2017-12-21,"12","2017","F48","Adult female",473358,"M1",19.29589041,230.918032786885,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.304,"Cold","L1",NA,NA
"LID_101635","LID_101635",2018-01-02,"1","2018","F18","Adult female",47129,"C3",15.33972603,183.573770491803,">18","No","Female","Multiparous",1,"High","ColdDry",0,"Dry",6.076923077,"Cold","L1",NA,NA
"LID_101639","LID_101639",2018-01-13,"1","2018","F43","Adult female",663202,"M2",20.4,244.131147540984,">18","No","Female","Multiparous",0.75,"High","ColdDry",0,"Dry",5.896153846,"Cold","L1",NA,NA
"LID_101643","LID_101643",2017-11-17,"11","2017","F45","Adult female",615560,"M1",19.89041096,238.032786885246,">18","No","Female","Multiparous",0.857142857142857,"High","ColdDry",151.5,"Dry",7.806666667,"Cold","L1",NA,NA
"LID_101646","LID_101646",2018-02-09,"2","2018","F28","Adult female",306050,"D",10.72054795,128.295081967213,">18",NA,"Female",NA,NA,NA,"HotDry",0,"Dry",6.882142857,"Cold","Cycling",NA,NA
"LID_101647","LID_101647",2018-08-08,"8","2018","F70","Adult female",926518,"V",11.41917808,136.655737704918,">18","No","Female","Multiparous",0.8,"High","ColdWet",492.9,"Wet",8.06,"Cold","L1",NA,NA
"LID_101649","LID_101649",2018-09-03,"9","2018","F37","Adult female",745328,"J1",15.18630137,181.737704918033,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",453.3,"Wet",8.003571429,"Cold","Pregnant",NA,NA
"LID_101651","LID_101651",2018-08-01,"8","2018","F43","Adult female",546437,"M2",20.94794521,250.688524590164,">18","No","Female","Multiparous",0.75,"High","ColdWet",473.4,"Wet",8.112,"Cold","L2",NA,NA
"LID_101653","LID_101653",2018-08-02,"8","2018","F20","Adult female",259941,"C3",12.02191781,143.868852459016,">18","No","Female","Multiparous",0,"Low","ColdWet",482.9,"Wet",8.112,"Cold","L2",NA,NA
"LID_101655","LID_101655",2018-07-17,"7","2018","F70","Adult female",39309,"V",11.35890411,135.934426229508,">18","No","Female","Multiparous",0.8,"High","ColdWet",466.6,"Wet",8.084,"Cold","L1",NA,NA
"LID_101657","LID_101657",2018-07-04,"7","2018","F37","Adult female",402182,"J1",15.01917808,179.737704918033,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",288.3,"Wet",8.542307692,"Cold","Pregnant",NA,NA
"LID_101659","LID_101659",2018-07-03,"7","2018","F31","Adult female",291589,"D",8.835616438,105.737704918033,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101661","LID_101661",2018-07-03,"7","2018","F17","Adult female",603492,"C5",21.35342466,255.540983606557,">18","No","Female","Multiparous",0.75,"High","ColdWet",280.8,"Wet",8.630769231,"Cold","L1",NA,NA
"LID_101664","LID_101664",2018-07-02,"7","2018","F74","Adult female",28199,"V",6.42739726,76.9180327868852,">18","No","Female","Primiparous",1,"High","ColdWet",296.8,"Wet",8.636,"Cold","L1",NA,NA
"LID_101665","LID_101665",2018-06-04,"6","2018","F71","Adult female",548057,"V",13.30958904,159.27868852459,">18","No","Female","Multiparous",0,"Low","ColdWet",193.7,"Dry",10.03461538,"Hot","L1",NA,NA
"LID_101668","LID_101668",2018-06-05,"6","2018","F45","Adult female",170502,"M1",20.43835616,244.590163934426,">18","No","Female","Multiparous",0.857142857142857,"High","ColdWet",195.7,"Dry",10.01153846,"Hot","L1",NA,NA
"LID_101670","LID_101670",2018-06-02,"6","2018","F24","Adult female",141647,"D",8.62739726,103.245901639344,">18",NA,"Female",NA,NA,NA,"ColdWet",191.7,"Dry",10.03076923,"Hot","Cycling",NA,NA
"LID_101672","LID_101672",2018-05-30,"5","2018","F22","Adult female",285504,"C5",14.29041096,171.016393442623,">18","No","Female","Multiparous",1,"High","HotDry",89.2,"Dry",10.125,"Hot","L1",NA,NA
"LID_101676","LID_101676",2018-05-17,"5","2018","F51","Adult female",77951,"M2",15.57260274,186.360655737705,">18","No","Female","Multiparous",0,"Low","HotDry",70.5,"Dry",10.19,"Hot","L2",NA,NA
"LID_101678","LID_101678",2018-05-01,"5","2018","F21","Adult female",103649,"C3",9.197260274,110.065573770492,">18",NA,"Female",NA,NA,NA,"HotDry",51.1,"Dry",9.058064516,"Hot","Cycling",NA,NA
"LID_101682","LID_101682",2018-04-10,"4","2018","F46","Adult female",81372,"M2",5.849315068,70,">18","No","Female","Primiparous",0.25,"Low","HotDry",25.9,"Dry",8.416129032,"Hot","L1",NA,NA
"LID_101691","LID_101691",2017-08-15,"8","2017","F42","Adult female",101086,"M1",6.830136986,81.7377049180328,">18","No","Female","Primiparous",0.857142857142857,"High","ColdWet",564.3,"Wet",8.651724138,"Cold","L2",NA,NA
"LID_101694","LID_101694",2017-08-29,"8","2017","F18","Adult female",20068,"C3",14.99452055,179.44262295082,">18","No","Female","Multiparous",1,"High","ColdWet",533.2,"Wet",8.435483871,"Cold","L1",NA,NA
"LID_101695","LID_101695",2017-10-03,"10","2017","F18","Adult female",465404,"C3",15.09041096,180.590163934426,">18","No","Female","Multiparous",1,"High","ColdDry",130.6,"Dry",8.456,"Cold","L1",NA,NA
"LID_101697","LID_101697",2017-07-30,"7","2017","F20","Adult female",458675,"C3",11.01369863,131.803278688525,">18","No","Female","Multiparous",0,"Low","ColdWet",486.4,"Wet",9.459259259,"Cold","L1",NA,NA
"LID_101699","LID_101699",2017-08-03,"8","2017","F40","Adult female",622239,"K",10.40547945,124.524590163934,">18","No","Female","Multiparous",0.5,"Med","ColdWet",464,"Wet",9.14137931,"Cold","L1",NA,NA
"LID_101701","LID_101701",2017-06-17,"6","2017","F73","Adult female",63261,"V",9.550684932,114.295081967213,">18",NA,"Female",NA,NA,NA,"ColdWet",284,"Wet",9.516129032,"Cold","Cycling",NA,NA
"LID_101702","LID_101702",2017-10-03,"10","2017","F26","Adult female",99885,"D",16.63835616,199.114754098361,">18",NA,"Female",NA,NA,NA,"ColdDry",130.6,"Dry",8.456,"Cold","Cycling",NA,NA
"LID_101704","LID_101704",2017-10-06,"10","2017","F48","Adult female",69025,"M1",19.08767123,228.426229508197,">18","No","Female","Multiparous",0,"Low","ColdDry",132.5,"Dry",8.481481481,"Cold","L1",NA,NA
"LID_101706","LID_101706",2017-08-31,"8","2017","F37","Adult female",82795,"J1",14.17808219,169.672131147541,">18","No","Female","Multiparous",0,"Low","ColdWet",522.7,"Wet",8.364516129,"Cold","L2",NA,NA
"LID_101709","LID_101709",2017-06-05,"6","2017","F26","Adult female",304472,"D",16.30958904,195.180327868852,">18",NA,"Female",NA,NA,NA,"ColdWet",279.9,"Wet",9.382758621,"Cold",NA,NA,NA
"LID_101710","LID_101710",2017-06-09,"6","2017","F45","Adult female",39063,"M1",19.44931507,232.754098360656,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",303.6,"Wet",9.326666667,"Cold","Pregnant",NA,NA
"LID_101720","LID_101720",2017-12-02,"12","2017","F28","Adult female",199383,"D",10.53150685,126.032786885246,">18",NA,"Female",NA,NA,NA,"ColdDry",27.2,"Dry",7.257142857,"Cold","Cycling",NA,NA
"LID_101721","LID_101721",2017-12-04,"12","2017","F27","Adult female",245422,"D",14.8630137,177.868852459016,">18",NA,"Female",NA,NA,NA,"ColdDry",27.2,"Dry",7.217857143,"Cold","Cycling",NA,NA
"LID_101723","LID_101723",2017-12-08,"12","2017","F71","Adult female",208335,"V",12.82191781,153.44262295082,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",0,"Dry",7.188461538,"Cold","Pregnant",NA,NA
"LID_101725","LID_101725",2017-12-20,"12","2017","F41","Adult female",252722,"M2",12.22739726,146.327868852459,">18","No","Female","Multiparous",0.25,"Low","ColdDry",0,"Dry",6.364,"Cold","L1",NA,NA
"LID_101726","LID_101726",2017-12-02,"12","2017","F25","Adult female",58190,"D",20.60273973,246.55737704918,">18",NA,"Female",NA,NA,NA,"ColdDry",27.2,"Dry",7.257142857,"Cold","Cycling",NA,NA
"LID_101728","LID_101728",2017-12-21,"12","2017","F45","Adult female",129789,"M1",19.98356164,239.147540983607,">18","No","Female","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.304,"Cold","L1",NA,NA
"LID_101731","LID_101731",2018-01-26,"1","2018","F75","Adult female",282010,"V",18.99726027,227.344262295082,">18","No","Female","Multiparous",0.4,"Med","ColdDry",0,"Dry",6.254166667,"Cold","L1",NA,NA
"LID_101732","LID_101732",2018-01-15,"1","2018","F31","Adult female",471571,"D",8.37260274,100.196721311475,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",5.955555556,"Cold","Cycling",NA,NA
"LID_101735","LID_101735",2018-01-03,"1","2018","F48","Adult female",27535,"M1",19.33150685,231.344262295082,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.030769231,"Cold","L1",NA,NA
"LID_101739","LID_101739",2016-04-06,"4","2016","F50","Adult female",186872,"M1",22.84931507,273.44262295082,">18",NA,"Female",NA,NA,NA,"HotDry",64.4,"Dry",10.76551724,"Hot","Cycling",NA,NA
"LID_101740","LID_101740",2017-11-17,"11","2017","F52","Adult female",438214,"M1",12.93150685,154.754098360656,">18","No","Female","Multiparous",0.142857142857143,"Low","ColdDry",151.5,"Dry",7.806666667,"Cold","L1",NA,NA
"LID_101744","LID_101744",2018-08-08,"8","2018","F47","Adult female",33443,"M2",15.76986301,188.72131147541,">18","No","Female","Multiparous",1,"High","ColdWet",492.9,"Wet",8.06,"Cold","L1",NA,NA
"LID_101746","LID_101746",2018-09-03,"9","2018","F21","Adult female",21948,"C3",9.539726027,114.16393442623,">18",NA,"Female",NA,NA,NA,"ColdWet",453.3,"Wet",8.003571429,"Cold","Cycling",NA,NA
"LID_101749","LID_101749",2018-08-01,"8","2018","F30","Adult female",535674,"D",9.550684932,114.295081967213,">18",NA,"Female",NA,NA,NA,"ColdWet",473.4,"Wet",8.112,"Cold",NA,NA,NA
"LID_101751","LID_101751",2018-08-02,"8","2018","F16","Adult female",547285,"C5",12.67671233,151.704918032787,">18",NA,"Female",NA,NA,NA,"ColdWet",482.9,"Wet",8.112,"Cold","Cycling",NA,NA
"LID_101754","LID_101754",2018-07-18,"7","2018","F38","Adult female",528717,"K",6.904109589,82.6229508196721,">18","No","Female","Primiparous",0,"Low","ColdWet",476.6,"Wet",8.028,"Cold","L1",NA,NA
"LID_101755","LID_101755",2018-07-05,"7","2018","F42","Adult female",886309,"M1",7.717808219,92.3606557377049,">18",NA,"Female",NA,NA,NA,"ColdWet",321.3,"Wet",8.453846154,"Cold","Cycling",NA,NA
"LID_101757","LID_101757",2018-07-03,"7","2018","F28","Adult female",677441,"D",11.11506849,133.016393442623,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101759","LID_101759",2018-07-03,"7","2018","F18","Adult female",374668,"C3",15.83835616,189.540983606557,">18","No","Female","Multiparous",1,"High","ColdWet",280.8,"Wet",8.630769231,"Cold","L2",NA,NA
"LID_101762","LID_101762",2018-07-02,"7","2018","F70","Adult female",620876,"V",11.31780822,135.44262295082,">18","No","Female","Multiparous",0.8,"High","ColdWet",296.8,"Wet",8.636,"Cold","L1",NA,NA
"LID_101764","LID_101764",2018-06-04,"6","2018","F70","Adult female",804177,"V",11.24109589,134.524590163934,">18","No","Female","Multiparous",0.8,"High","ColdWet",193.7,"Dry",10.03461538,"Hot","L1",NA,NA
"LID_101766","LID_101766",2018-06-05,"6","2018","F48","Adult female",1144930,"M1",19.75068493,236.360655737705,">18","No","Female","Multiparous",0,"Low","ColdWet",195.7,"Dry",10.01153846,"Hot","L2",NA,NA
"LID_101769","LID_101769",2018-06-01,"6","2018","F27","Adult female",723743,"D",15.35342466,183.737704918033,">18",NA,"Female",NA,NA,NA,"ColdWet",174.2,"Dry",10.12592593,"Hot","Cycling",NA,NA
"LID_101771","LID_101771",2018-06-01,"6","2018","F30","Adult female",141621,"D",9.383561644,112.295081967213,">18",NA,"Female",NA,NA,NA,"ColdWet",174.2,"Dry",10.12592593,"Hot","Cycling",NA,NA
"LID_101773","LID_101773",2018-05-03,"5","2018","F73","Adult female",569747,"V",10.42739726,124.786885245902,">18",NA,"Female",NA,NA,NA,"HotDry",38.3,"Dry",9.25483871,"Hot","Pregnant",NA,NA
"LID_101775","LID_101775",2018-05-01,"5","2018","F27","Adult female",700242,"D",15.26849315,182.72131147541,">18",NA,"Female",NA,NA,NA,"HotDry",51.1,"Dry",9.058064516,"Hot","Cycling",NA,NA
"LID_101779","LID_101779",2018-04-11,"4","2018","F75","Adult female",22006,"V",19.20273973,229.803278688525,">18","No","Female","Multiparous",0.4,"Med","HotDry",25.9,"Dry",8.415625,"Hot","L1",NA,NA
"LID_101781","LID_101781",2018-03-01,"3","2018","F25","Adult female",206212,"D",20.84657534,249.475409836066,">18",NA,"Female",NA,NA,NA,"HotDry",2.2,"Dry",8.111111111,"Cold","Cycling",NA,NA
"LID_101783","LID_101783",2018-02-19,"2","2018","F75","Adult female",474085,"V",19.0630137,228.131147540984,">18","No","Female","Multiparous",0.4,"Med","HotDry",2.2,"Dry",7.737931034,"Cold","L1",NA,NA
"LID_101788","LID_101788",2018-01-27,"1","2018","F17","Adult female",285424,"C5",20.92328767,250.393442622951,">18","No","Female","Multiparous",0.75,"High","ColdDry",0,"Dry",6.256,"Cold","L1",NA,NA
"LID_101789","LID_101789",2018-01-29,"1","2018","F19","Adult female",162235,"C5",12.63287671,151.180327868852,">18","No","Female","Multiparous",0.6,"Med","ColdDry",0,"Dry",6.296153846,"Cold","L2",NA,NA
"LID_101790","LID_101790",2017-08-15,"8","2017","F44","Adult female",566342,"M1",12.6739726,151.672131147541,">18","No","Female","Multiparous",0.571428571428571,"Med","ColdWet",564.3,"Wet",8.651724138,"Cold","L2",NA,NA
"LID_101793","LID_101793",2017-08-29,"8","2017","F71","Adult female",620299,"V",12.54520548,150.131147540984,">18",NA,"Female",NA,NA,NA,"ColdWet",533.2,"Wet",8.435483871,"Cold","Cycling",NA,NA
"LID_101795","LID_101795",2017-06-29,"6","2017","F21","Adult female",1177224,"C3",8.35890411,100.032786885246,">18","No","Female","Primiparous",0.5,"Med","ColdWet",337.9,"Wet",9.2125,"Cold","L2",NA,NA
"LID_101796","LID_101796",2017-08-03,"8","2017","F30","Adult female",1063925,"D",8.556164384,102.393442622951,">18",NA,"Female",NA,NA,NA,"ColdWet",464,"Wet",9.14137931,"Cold",NA,NA,NA
"LID_101798","LID_101798",2017-10-03,"10","2017","F27","Adult female",114997,"D",14.69315068,175.83606557377,">18",NA,"Female",NA,NA,NA,"ColdDry",130.6,"Dry",8.456,"Cold","Cycling",NA,NA
"LID_101800","LID_101800",2017-10-06,"10","2017","F52","Adult female",280787,"M1",12.81643836,153.377049180328,">18","No","Female","Multiparous",0.142857142857143,"Low","ColdDry",132.5,"Dry",8.481481481,"Cold","L1",NA,NA
"LID_101803","LID_101803",2017-10-21,"10","2017","F27","Adult female",539775,"D",14.74246575,176.426229508197,">18",NA,"Female",NA,NA,NA,"ColdDry",229.6,"Dry",8.258333333,"Cold","Cycling",NA,NA
"LID_101805","LID_101805",2017-06-05,"6","2017","F31","Adult female",769438,"D",7.75890411,92.8524590163934,">18",NA,"Female",NA,NA,NA,"ColdWet",279.9,"Wet",9.382758621,"Cold",NA,NA,NA
"LID_101812","LID_101812",2017-12-01,"12","2017","F22","Adult female",275086,"C5",13.79726027,165.114754098361,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",27.2,"Dry",7.264285714,"Cold","Pregnant",NA,NA
"LID_101815","LID_101815",2017-12-04,"12","2017","F40","Adult female",584855,"K",10.74246575,128.55737704918,">18","No","Female","Multiparous",0.5,"Med","ColdDry",27.2,"Dry",7.217857143,"Cold","L2",NA,NA
"LID_101816","LID_101816",2017-12-09,"12","2017","F20","Adult female",197628,"C3",11.37534247,136.131147540984,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",7.138461538,"Cold","L2",NA,NA
"LID_101819","LID_101819",2017-12-20,"12","2017","F45","Adult female",1234533,"M1",19.98082192,239.114754098361,">18","No","Female","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.364,"Cold","L1",NA,NA
"LID_101820","LID_101820",2017-12-07,"12","2017","F24","Adult female",941031,"D",8.142465753,97.4426229508197,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",7.230769231,"Cold","Cycling",NA,NA
"LID_101822","LID_101822",2017-12-23,"12","2017","F17","Adult female",279807,"C5",20.82739726,249.245901639344,">18","No","Female","Multiparous",0.75,"High","ColdDry",0,"Dry",6.304,"Cold","L1",NA,NA
"LID_101825","LID_101825",2018-01-01,"1","2018","F75","Adult female",36630,"V",18.92876712,226.524590163934,">18",NA,"Female","Multiparous",NA,NA,"ColdDry",0,"Dry",6.169230769,"Cold","Pregnant",NA,NA
"LID_101827","LID_101827",2018-01-15,"1","2018","F45","Adult female",599371,"M1",20.05205479,239.967213114754,">18","No","Female","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",5.955555556,"Cold","L1",NA,NA
"LID_101829","LID_101829",2018-01-03,"1","2018","F42","Adult female",116708,"M1",7.216438356,86.3606557377049,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.030769231,"Cold","L2",NA,NA
"LID_101835","LID_101835",2018-04-02,"4","2018","F25","Adult female",524095,"D",20.93424658,250.524590163934,">18",NA,"Female",NA,NA,NA,"HotDry",22.6,"Dry",8.213333333,"Hot","Cycling",NA,NA
"LID_101836","LID_101836",2018-02-06,"2","2018","F25","Adult female",442928,"D",20.78356164,248.72131147541,">18",NA,"Female",NA,NA,NA,"HotDry",0,"Dry",6.619230769,"Cold","Cycling",NA,NA
"LID_101839","LID_101839",2018-08-09,"8","2018","F42","Adult female",526487,"M1",7.81369863,93.5081967213115,">18",NA,"Female",NA,NA,NA,"ColdWet",467.9,"Wet",8.1125,"Cold","Cycling",NA,NA
"LID_101840","LID_101840",2018-09-03,"9","2018","F20","Adult female",850850,"C3",12.10958904,144.918032786885,">18","No","Female","Multiparous",0,"Low","ColdWet",453.3,"Wet",8.003571429,"Cold","L2",NA,NA
"LID_101842","LID_101842",2018-07-19,"7","2018","F22","Adult female",588485,"C5",14.42739726,172.655737704918,">18","No","Female","Multiparous",1,"High","ColdWet",476.8,"Wet",7.976,"Cold","L1",NA,NA
"LID_101844","LID_101844",2018-08-01,"8","2018","F26","Adult female",95835,"D",17.46575342,209.016393442623,">18",NA,"Female",NA,NA,NA,"ColdWet",473.4,"Wet",8.112,"Cold",NA,NA,NA
"LID_101846","LID_101846",2018-08-03,"8","2018","F70","Adult female",607829,"V",11.40547945,136.491803278689,">18","No","Female","Multiparous",0.8,"High","ColdWet",480.9,"Wet",8.096,"Cold","L1",NA,NA
