"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_103071","LID_103071",2015-05-05,"5","2015","M85","Infant",188703,"Z3",2.77260274,33.1803278688525,">18","Yes","Male","Primiparous",0,"Low","HotDry",135,"Dry",9.742307692,"Hot",NA,"F77",NA
"LID_103073","LID_103073",2018-04-03,"4","2018","F91","Infant",575068,"C5",1.934246575,23.1475409836066,">18","Yes","Female","Multiparous",0.6,"Med","HotDry",23.4,"Dry",8.26,"Cold",NA,"F19","LID_103279"
"LID_103076","LID_103076",2016-01-26,"1","2016","M64","Infant",623399,"K",0.293150685,3.50819672131148,"3-6","No","Male","Multiparous",1,"High","ColdDry",7.7,"Dry",7.224137931,"Cold",NA,"F39",NA
"LID_103081","LID_103081",2018-04-03,"4","2018","F86","Infant",867156,"C5",2.189041096,26.1967213114754,">18","Yes","Female","Multiparous",1,"High","HotDry",23.4,"Dry",8.26,"Cold",NA,"F22","LID_102068"
"LID_103082","LID_103082",2018-03-01,"3","2018","F86","Infant",132113,"C5",2.098630137,25.1147540983607,">18","Yes","Female","Multiparous",1,"High","HotDry",2.2,"Dry",8.111111111,"Cold",NA,"F22",NA
"LID_103086","LID_103086",2015-03-05,"3","2015","F99","Infant",207342,"J1",1.936986301,23.1803278688525,">18","Yes","Female","Multiparous",1,"High","HotDry",2,"Dry",9.266666667,"Hot",NA,"F36",NA
"LID_103089","LID_103089",2018-04-03,"4","2018","F100","Infant",90182,"K",1.476712329,17.672131147541,"15-18","Yes","Female","Multiparous",0.5,"Med","HotDry",23.4,"Dry",8.26,"Cold",NA,"F40","LID_104199"
"LID_103090","LID_103090",2018-03-01,"3","2018","M51","Infant",362968,"C5",1.64109589,19.6393442622951,">18","No","Male","Primiparous",0,"Low","HotDry",2.2,"Dry",8.111111111,"Cold",NA,"F23",NA
"LID_103092","LID_103092",2016-02-15,"2","2016","M54","Infant",598091,"C5",2.389041096,28.5901639344262,">18","No","Male","Multiparous",0,"Low","HotDry",0,"Dry",7.627586207,"Cold",NA,"F17",NA
"LID_103095","LID_103095",2015-05-12,"5","2015","F132","Infant",53316,"Z5",1.515068493,18.1311475409836,">18","Yes","Female","Multiparous",1,"High","HotDry",150.3,"Dry",9.634615385,"Hot",NA,"F87",NA
"LID_103096","LID_103096",2015-05-19,"5","2015","M74","Infant",349997,"M1",0.443835616,5.31147540983607,"3-6","No","Male","Multiparous",0.285714285714286,"Low","HotDry",151.3,"Dry",10.104,"Hot",NA,"F52",NA
"LID_103102","LID_103102",2015-03-17,"3","2015","M73","Infant",42400,"M2",0.997260274,11.9344262295082,"9-12","No","Male","Multiparous",0.666666666666667,"Med","HotDry",1.5,"Dry",9.547826087,"Hot",NA,"F43",NA
"LID_103105","LID_103105",2015-06-30,"6","2015","M76","Infant",605268,"N",0.745205479,8.91803278688525,"6-9","No","Male","Multiparous",0,"Low","ColdWet",233.6,"Dry",9.304545455,"Hot",NA,"F88",NA
"LID_103109","LID_103109",2015-10-29,"10","2015","M83","Infant",161712,"V",0.356164384,4.26229508196721,"3-6","No","Male","Primiparous",0.5,"Med","ColdDry",126.7,"Dry",12.10357143,"Hot",NA,"F73",NA
"LID_103113","LID_103113",2015-10-29,"10","2015","F131","Infant",142371,"Z3",0.421917808,5.04918032786885,"3-6","Yes","Female","Multiparous",1,"High","ColdDry",126.7,"Dry",12.10357143,"Hot",NA,"F82",NA
"LID_103130","LID_103130",2015-04-25,"4","2015","F111","Infant",264636,"M1",1.37260274,16.4262295081967,"15-18","No","Female","Multiparous",0.571428571428571,"Med","HotDry",13.5,"Dry",10.12962963,"Hot",NA,"F44",NA
"LID_103142","LID_103142",2015-01-01,"1","2015","F74","Infant",148634,"V",2.926027397,35.0163934426229,">18","Yes","Female","Multiparous",1,"High","ColdDry",0,"Dry",6.071428571,"Cold",NA,"F69",NA
"LID_103265","LID_103265",2018-02-17,"2","2018","F98","Infant",157883,"J1",2.298630137,27.5081967213115,">18","Yes","Female","Multiparous",1,"High","HotDry",1.8,"Dry",7.651851852,"Cold",NA,"F36",NA
"LID_103272","LID_103272",2018-03-03,"3","2018","F98","Infant",295251,"J1",2.336986301,27.9672131147541,">18","Yes","Female","Multiparous",1,"High","HotDry",2.2,"Dry",8.044444444,"Cold",NA,"F36",NA
"LID_103277","LID_103277",2018-04-03,"4","2018","F93","Infant",143096,"C3",2.071232877,24.7868852459016,">18","Yes","Female","Primiparous",0.5,"Med","HotDry",23.4,"Dry",8.26,"Cold",NA,"F21",NA
"LID_103281","LID_103281",2018-04-03,"4","2018","M83","Infant",896420,"V",2.78630137,33.344262295082,">18","Yes","Male","Primiparous",0.5,"Med","HotDry",23.4,"Dry",8.26,"Cold",NA,"F73","LID_103097"
"LID_103291","LID_103291",2017-08-19,"8","2017","F93","Infant",130244,"C3",1.449315068,17.344262295082,"15-18","No","Female","Primiparous",0.5,"Med","ColdWet",520.7,"Wet",8.6,"Cold",NA,"F21","LID_101884"
"LID_103293","LID_103293",2017-06-01,"6","2017","F91","Infant",178355,"C5",1.095890411,13.1147540983607,"12-15","No","Female","Multiparous",0.6,"Med","ColdWet",216.8,"Dry",9.35862069,"Hot",NA,"F19",NA
"LID_103299","LID_103299",2018-05-10,"5","2018","F112","Infant",803559,"M2",0.887671233,10.6229508196721,"9-12","Yes","Female","Multiparous",0.25,"Low","HotDry",70.5,"Dry",9.819354839,"Hot",NA,"F41",NA
"LID_103310","LID_103310",2018-06-01,"6","2018","M84","Infant",154279,"V",0.402739726,4.81967213114754,"3-6","No","Male","Multiparous",0.4,"Med","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F75",NA
"LID_103313","LID_103313",2018-06-01,"6","2018","F98","Infant",175770,"J1",2.583561644,30.9180327868852,">18","Yes","Female","Multiparous",1,"High","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F36",NA
"LID_103321","LID_103321",2018-06-13,"6","2018","F112","Infant",164709,"M2",0.980821918,11.7377049180328,"9-12","Yes","Female","Multiparous",0.25,"Low","ColdWet",221.8,"Dry",9.541666667,"Hot",NA,"F41",NA
"LID_103330","LID_103330",2018-07-03,"7","2018","F95","Infant",632391,"D",2.523287671,30.1967213114754,">18","Yes","Female","Multiparous",0,"Low","ColdWet",280.8,"Wet",8.630769231,"Cold",NA,"F28","LID_101757"
"LID_103350","LID_103350",2017-11-23,"11","2017","M66","Infant",129000,"M1",0.868493151,10.3934426229508,"9-12","No","Male","Multiparous",0,"Low","ColdDry",76.6,"Dry",7.480645161,"Cold",NA,"F48",NA
"LID_103357","LID_103357",2017-11-29,"11","2017","M83","Infant",224469,"V",2.443835616,29.2459016393443,">18","Yes","Male","Primiparous",0.5,"Med","ColdDry",27.2,"Dry",7.279310345,"Cold",NA,"F73","LID_103356"
"LID_103362","LID_103362",2017-12-19,"12","2017","F110","Infant",29335,"M1",1.816438356,21.7377049180328,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.392307692,"Cold",NA,"F42","LID_101628"
"LID_103372","LID_103372",2019-01-03,"1","2019","M61","Infant",47641,"D1",2.854794521,34.1639344262295,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdDry",0.9,"Dry",7.517857143,"Cold",NA,"F31",NA
"LID_103379","LID_103379",2019-01-07,"1","2019","M84","Infant",88629,"V",1.005479452,12.0327868852459,"12-15","No","Male","Multiparous",0.4,"Med","ColdDry",0.9,"Dry",7.014285714,"Cold",NA,"F75","LID_102979"
"LID_103381","LID_103381",2019-01-07,"1","2019","F124","Infant",23811,"V",0.621917808,7.44262295081967,"6-9","No","Female","Primiparous",1,"High","ColdDry",0.9,"Dry",7.014285714,"Cold",NA,"F74",NA
"LID_103385","LID_103385",2019-01-08,"1","2019","F102","Infant",227097,"K",0.128767123,1.54098360655738,"0-3","No","Female","Multiparous",1,"High","ColdDry",0.9,"Dry",6.971428571,"Cold",NA,"F40","LID_102932"
"LID_103392","LID_103392",2019-01-10,"1","2019","F90","Infant",165724,"C3",2.205479452,26.3934426229508,">18","No","Female","Multiparous",0,"Low","ColdDry",0.9,"Dry",6.785714286,"Cold",NA,"F20","LID_102996"
"LID_103400","LID_103400",2018-08-25,"8","2018","M86","Infant",91891,"Z5",0.769863014,9.21311475409836,"9-12","No","Male","Primiparous",0,"Low","ColdWet",451,"Wet",8.024,"Cold",NA,"F83","LID_103374"
"LID_103402","LID_103402",2018-11-26,"11","2018","M80","Infant",128024,"V",0.243835616,2.91803278688525,"0-3","No","Male","Multiparous",0.4,"Med","ColdDry",60,"Dry",7.72962963,"Cold",NA,"F72",NA
"LID_103403","LID_103403",2018-11-30,"11","2018","F124","Infant",168782,"V",0.517808219,6.19672131147541,"6-9","No","Female","Primiparous",1,"High","ColdDry",65.5,"Dry",7.7,"Cold",NA,"F74","LID_102945"
"LID_103404","LID_103404",2018-12-03,"12","2018","F110","Infant",99298,"M1",2.77260274,33.1803278688525,">18","Yes","Female","Primiparous",0.857142857142857,"High","ColdDry",66,"Dry",7.642307692,"Cold",NA,"F42",NA
"LID_103405","LID_103405",2018-12-03,"12","2018","F96","Infant",154187,"D2",2.77260274,33.1803278688525,">18","Yes","Female","Primiparous",0,"Low","ColdDry",66,"Dry",7.642307692,"Cold",NA,"F30",NA
"LID_103406","LID_103406",2018-12-04,"12","2018","M59","Infant",53700,"D1",2.750684932,32.9180327868852,">18","Yes","Male","Multiparous",1,"High","ColdDry",66,"Dry",7.955555556,"Cold",NA,"F26","LID_102914"
"LID_103412","LID_103412",2018-12-06,"12","2018","M51","Infant",74431,"C5",2.408219178,28.8196721311475,">18","Yes","Male","Primiparous",0,"Low","ColdDry",55,"Dry",7.911111111,"Cold",NA,"F23",NA
"LID_103415","LID_103415",2018-12-06,"12","2018","F105","Infant",164476,"M2",1.273972603,15.2459016393443,"15-18","No","Female","Multiparous",1,"High","ColdDry",55,"Dry",7.911111111,"Cold",NA,"F47",NA
"LID_103416","LID_103416",2018-12-06,"12","2018","F101","Infant",270006,"K",0.473972603,5.67213114754098,"3-6","No","Female","Primiparous",0,"Low","ColdDry",55,"Dry",7.911111111,"Cold",NA,"F38","LID_102889"
"LID_103420","LID_103420",2018-12-18,"12","2018","F102","Infant",98251,"K",0.071232877,0.852459016393443,"0-3","No","Female","Multiparous",1,"High","ColdDry",18.9,"Dry",7.859259259,"Cold",NA,"F40","LID_102757"
"LID_103432","LID_103432",2018-10-01,"10","2018","F91","Infant",50418,"C5",2.430136986,29.0819672131148,">18","Yes","Female","Multiparous",0.6,"Med","ColdDry",158.6,"Dry",8.192307692,"Cold",NA,"F19","LID_102835"
"LID_103437","LID_103437",2018-10-01,"10","2018","F95","Infant",167425,"D1",2.769863014,33.1475409836066,">18","Yes","Female","Multiparous",0,"Low","ColdDry",158.6,"Dry",8.192307692,"Cold",NA,"F28",NA
"LID_103439","LID_103439",2018-10-01,"10","2018","M84","Infant",147706,"V",0.736986301,8.81967213114754,"6-9","No","Male","Multiparous",0.4,"Med","ColdDry",158.6,"Dry",8.192307692,"Cold",NA,"F75","LID_102883"
"LID_103442","LID_103442",2018-10-02,"10","2018","M64","Infant",67549,"K",2.978082192,35.6393442622951,">18","Yes","Male","Multiparous",1,"High","ColdDry",157.2,"Dry",8.203846154,"Cold",NA,"F39",NA
"LID_103444","LID_103444",2018-10-02,"10","2018","F93","Infant",110744,"C3",2.569863014,30.7540983606557,">18","Yes","Female","Primiparous",0.5,"Med","ColdDry",157.2,"Dry",8.203846154,"Cold",NA,"F21","LID_102907"
"LID_103447","LID_103447",2018-10-04,"10","2018","F117","Infant",101634,"M2",1.671232877,20,">18","No","Female","Multiparous",0.75,"High","ColdDry",153.2,"Dry",8.157692308,"Cold",NA,"F43","LID_102852"
"LID_103449","LID_103449",2018-10-04,"10","2018","F109","Infant",134593,"M2",1.731506849,20.7213114754098,">18","Yes","Female","Multiparous",0,"Low","ColdDry",153.2,"Dry",8.157692308,"Cold",NA,"F51","LID_102868"
"LID_103451","LID_103451",2018-10-05,"10","2018","M52","Infant",200895,"C5",0.419178082,5.01639344262295,"3-6","No","Male","Multiparous",1,"High","ColdDry",141.2,"Dry",8.211538462,"Cold",NA,"F22","LID_102884"
"LID_103453","LID_103453",2018-10-05,"10","2018","M51","Infant",66405,"C5",2.238356164,26.7868852459016,">18","Yes","Male","Primiparous",0,"Low","ColdDry",141.2,"Dry",8.211538462,"Cold",NA,"F23","LID_102900"
"LID_103454","LID_103454",2018-10-05,"10","2018","F124","Infant",111769,"V",0.364383562,4.36065573770492,"3-6","No","Female","Primiparous",1,"High","ColdDry",141.2,"Dry",8.211538462,"Cold",NA,"F74","LID_102908"
"LID_103455","LID_103455",2018-10-05,"10","2018","F90","Infant",161421,"C3",1.939726027,23.2131147540984,">18","No","Female","Multiparous",0,"Low","ColdDry",141.2,"Dry",8.211538462,"Cold",NA,"F20","LID_102829"
"LID_103456","LID_103456",2018-10-05,"10","2018","F100","Infant",109988,"K",1.983561644,23.7377049180328,">18","Yes","Female","Multiparous",0.5,"Med","ColdDry",141.2,"Dry",8.211538462,"Cold",NA,"F40","LID_102837"
"LID_103458","LID_103458",2018-10-09,"10","2018","F125","Infant",142602,"V",0.550684932,6.59016393442623,"6-9","No","Female","Multiparous",0.8,"High","ColdDry",194,"Dry",8.172,"Cold",NA,"F70","LID_102853"
"LID_103459","LID_103459",2018-10-13,"10","2018","F119","Infant",230407,"M1",0.4,4.78688524590164,"3-6","No","Female","Multiparous",0.4,"Med","ColdDry",155.6,"Dry",8.308,"Cold",NA,"F49","LID_102861"
"LID_103460","LID_103460",2018-10-17,"10","2018","F110","Infant",397349,"M1",2.643835616,31.6393442622951,">18","Yes","Female","Primiparous",0.857142857142857,"High","ColdDry",127.5,"Dry",8.46,"Cold",NA,"F42","LID_102885"
"LID_103462","LID_103462",2018-11-12,"11","2018","F125","Infant",182938,"V",0.643835616,7.70491803278689,"6-9","No","Female","Multiparous",0.8,"High","ColdDry",110.5,"Dry",8.2,"Cold",NA,"F70","LID_102839"
"LID_103464","LID_103464",2018-11-07,"11","2018","M84","Infant",176584,"V",0.838356164,10.0327868852459,"9-12","No","Male","Multiparous",0.4,"Med","ColdDry",164.5,"Dry",8.242307692,"Cold",NA,"F75","LID_102830"
"LID_103467","LID_103467",2018-11-09,"11","2018","F93","Infant",96167,"C3",2.673972603,32,">18","Yes","Female","Primiparous",0.5,"Med","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F21","LID_102854"
"LID_103468","LID_103468",2018-11-09,"11","2018","M57","Infant",102793,"D2",2.561643836,30.655737704918,">18","Yes","Male","Multiparous",0,"Low","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F25","LID_102862"
"LID_103471","LID_103471",2018-11-09,"11","2018","M51","Infant",22131,"C5",2.334246575,27.9344262295082,">18","Yes","Male","Primiparous",0,"Low","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F23","LID_102886"
"LID_103472","LID_103472",2018-11-09,"11","2018","M53","Infant",336688,"C5",0.063013699,0.754098360655738,"0-3","No","Male","Multiparous",0.666666666666667,"Med","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F19","LID_102910"
"LID_103473","LID_103473",2018-11-09,"11","2018","M60","Infant",275290,"D1",2.619178082,31.344262295082,">18","Yes","Male","Primiparous",0.5,"Med","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F24",NA
"LID_103474","LID_103474",2018-11-09,"11","2018","F95","Infant",96711,"D1",2.876712329,34.4262295081967,">18","Yes","Female","Multiparous",0,"Low","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F28",NA
"LID_103475","LID_103475",2018-11-12,"11","2018","M53","Infant",117706,"C5",0.071232877,0.852459016393443,"0-3","No","Male","Multiparous",0.666666666666667,"Med","ColdDry",110.5,"Dry",8.2,"Cold",NA,"F19","LID_102831"
"LID_103477","LID_103477",2018-11-12,"11","2018","M52","Infant",151520,"C5",0.523287671,6.26229508196721,"6-9","No","Male","Multiparous",1,"High","ColdDry",110.5,"Dry",8.2,"Cold",NA,"F22","LID_102855"
"LID_103479","LID_103479",2018-11-13,"11","2018","F110","Infant",102072,"M1",2.717808219,32.5245901639344,">18","Yes","Female","Primiparous",0.857142857142857,"High","ColdDry",101.5,"Dry",8.121428571,"Cold",NA,"F42","LID_102871"
"LID_103483","LID_103483",2018-11-13,"11","2018","F95","Infant",175456,"D1",2.887671233,34.5573770491803,">18","Yes","Female","Multiparous",0,"Low","ColdDry",101.5,"Dry",8.121428571,"Cold",NA,"F28","LID_102903"
"LID_103485","LID_103485",2018-11-14,"11","2018","F117","Infant",265012,"M2",1.783561644,21.344262295082,">18","No","Female","Multiparous",0.75,"High","ColdDry",92.2,"Dry",8.075,"Cold",NA,"F43","LID_102824"
"LID_103486","LID_103486",2018-11-14,"11","2018","F119","Infant",38462,"M1",0.487671233,5.83606557377049,"3-6","No","Female","Multiparous",0.4,"Med","ColdDry",92.2,"Dry",8.075,"Cold",NA,"F49","LID_102879"
"LID_103489","LID_103489",2018-11-15,"11","2018","F101","Infant",89399,"K",0.416438356,4.98360655737705,"3-6","No","Female","Primiparous",0,"Low","ColdDry",100.6,"Dry",8.042857143,"Cold",NA,"F38","LID_102856"
"LID_103490","LID_103490",2018-11-15,"11","2018","F105","Infant",115539,"M2",1.216438356,14.5573770491803,"12-15","No","Female","Multiparous",1,"High","ColdDry",100.6,"Dry",8.042857143,"Cold",NA,"F47","LID_102864"
"LID_103493","LID_103493",2018-11-16,"11","2018","F90","Infant",225641,"C3",2.054794521,24.5901639344262,">18","No","Female","Multiparous",0,"Low","ColdDry",101,"Dry",8.017857143,"Cold",NA,"F20","LID_102888"
"LID_103494","LID_103494",2018-11-17,"11","2018","M56","Infant",124013,"D2",2.449315068,29.3114754098361,">18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdDry",102,"Dry",7.921428571,"Cold",NA,"F27","LID_102896"
"LID_103511","LID_103511",2018-05-01,"5","2018","F96","Infant",268724,"D",2.180821918,26.0983606557377,">18","Yes","Female","Primiparous",0,"Low","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F30","LID_101582"
"LID_103514","LID_103514",2018-05-01,"5","2018","M57","Infant",215006,"D",2.035616438,24.3606557377049,">18","Yes","Male","Multiparous",0,"Low","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F25","LID_103513"
"LID_103515","LID_103515",2018-05-01,"5","2018","F100","Infant",190047,"K",1.553424658,18.5901639344262,">18","Yes","Female","Multiparous",0.5,"Med","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F40","LID_101966"
"LID_103518","LID_103518",2018-05-02,"5","2018","F91","Infant",148499,"C5",2.01369863,24.0983606557377,">18","Yes","Female","Multiparous",0.6,"Med","HotDry",41.3,"Dry",9.148387097,"Hot",NA,"F19",NA
"LID_103524","LID_103524",2018-05-01,"5","2018","M61","Infant",243503,"D",2.178082192,26.0655737704918,">18","Yes","Male","Primiparous",0.833333333333333,"High","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F31","LID_102253"
"LID_103562","LID_103562",2018-07-17,"7","2018","M82","Infant",180133,"V",0.268493151,3.21311475409836,"3-6","No","Male","Multiparous",0,"Low","ColdWet",466.6,"Wet",8.084,"Cold",NA,"F71",NA
"LID_103571","LID_103571",2017-11-24,"11","2017","F109","Infant",186568,"M2",0.871232877,10.4262295081967,"9-12","No","Female","Multiparous",0,"Low","ColdDry",43.6,"Dry",7.412903226,"Cold",NA,"F51","LID_103352"
"LID_103579","LID_103579",2018-12-03,"12","2018","F113","Infant",305173,"M1",0.230136986,2.75409836065574,"0-3","No","Female","Multiparous",0.4,"Med","ColdDry",66,"Dry",7.642307692,"Cold",NA,"F44",NA
"LID_103581","LID_103581",2018-12-03,"12","2018","M57","Infant",231523,"D2",2.62739726,31.4426229508197,">18","Yes","Male","Multiparous",0,"Low","ColdDry",66,"Dry",7.642307692,"Cold",NA,"F25","LID_102969"
"LID_103582","LID_103582",2018-12-03,"12","2018","M56","Infant",110073,"D2",2.493150685,29.8360655737705,">18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdDry",66,"Dry",7.642307692,"Cold",NA,"F27",NA
"LID_103597","LID_103597",2018-12-06,"12","2018","F93","Infant",33304,"C3",2.747945205,32.8852459016393,">18","Yes","Female","Primiparous",0.5,"Med","ColdDry",55,"Dry",7.911111111,"Cold",NA,"F21",NA
"LID_103599","LID_103599",2018-11-09,"11","2018","F100","Infant",176507,"K",2.079452055,24.8852459016393,">18","Yes","Female","Multiparous",0.5,"Med","ColdDry",109.5,"Dry",8.246428571,"Cold",NA,"F40","LID_102902"
"LID_103606","LID_103606",2018-02-01,"2","2018","M56","Infant",448473,"D",1.657534247,19.8360655737705,">18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",0,"Dry",6.384615385,"Cold",NA,"F27","LID_103596"
"LID_103627","LID_103627",2017-11-25,"11","2017","F105","Infant",188287,"M2",0.243835616,2.91803278688525,"0-3","No","Female","Multiparous",1,"High","ColdDry",29.6,"Dry",7.358064516,"Cold",NA,"F47","LID_103720"
"LID_103629","LID_103629",2019-01-03,"1","2019","M56","Infant",52004,"D2",2.578082192,30.8524590163934,">18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdDry",0.9,"Dry",7.517857143,"Cold",NA,"F27","LID_102750"
"LID_103632","LID_103632",2018-01-04,"1","2018","F93","Infant",166810,"C3",1.82739726,21.8688524590164,">18","No","Female","Primiparous",0.5,"Med","ColdDry",0,"Dry",6,"Cold",NA,"F21",NA
"LID_103655","LID_103655",2018-02-01,"2","2018","F117","Infant",421904,"M2",1,11.9672131147541,"9-12","No","Female","Multiparous",0.75,"High","HotDry",0,"Dry",6.384615385,"Cold",NA,"F43","LID_103607"
"LID_103665","LID_103665",2018-01-15,"1","2018","F98","Infant",25026,"J1",2.208219178,26.4262295081967,">18","Yes","Female","Multiparous",1,"High","ColdDry",0,"Dry",5.955555556,"Cold",NA,"F36",NA
"LID_103670","LID_103670",2018-10-03,"10","2018","M63","Infant",860461,"J1",2.991780822,35.8032786885246,">18","Yes","Male","Multiparous",0,"Low","ColdDry",156.2,"Dry",8.165384615,"Cold",NA,"F37","LID_102836"
